"","c1","c2","m1","m2"
"LOC118472197",0,0,8,0
"LOC100217110",368,152,206,654
"LOC100191750",0,20,27,183
"LOC103629491",0,0,0,0
"LOC103631143",0,0,0,0
"LOC100193132",134,187,233,239
"LOC100274165",2,1,4,6
"LOC109940453",0,0,0,0
"LOC111589584",0,0,0,0
"LOC103629493",0,26,9,0
"LOC103631145",0,0,0,1
"LOC103629495",0,0,0,0
"LOC103629494",0,0,0,0
"LOC541662",6726,2028,2419,4794
"LOC103629496",216,321,319,225
"LOC109940320",0,0,0,0
"LOC100286386",1304,616,836,1582
"LOC103631147",469,510,648,585
"LOC103629498",188,129,118,57
"LOC111589603",0,0,0,0
"LOC111589617",0,0,0,0
"LOC100191756",44,126,68,111
"LOC103629502",1339,1429,1741,1629
"LOC103631148",0,0,0,0
"LOC109940164",0,0,0,0
"LOC103629504",3,5,0,1
"LOC100502486",22,8,14,63
"LOC100274315",717,740,901,939
"LOC109940321",0,0,0,0
"LOC100193642",404,282,350,501
"LOC100281842",6,25,2,0
"LOC103629509",0,0,0,0
"LOC100286039",0,2,3,0
"LOC100193659",0,0,0,2
"LOC100278279",251,118,140,267
"LOC100382365",102,25,15,40
"LOC100127524",0,0,0,0
"LOC100280275",785,421,585,960
"LOC100303819",12,2,0,8
"LOC100193854",518,266,325,628
"LOC103629514",0,0,0,0
"TRNAK-CUU_30",0,0,0,0
"LOC100275752",169,433,295,90
"LOC103629515",35,41,8,0
"LOC103629516",0,2,0,0
"LOC103629517",0,0,0,0
"LOC109940322",0,0,0,0
"LOC100384211",0,0,0,0
"LOC103629518",0,0,0,0
"LOC103629520",0,0,0,0
"LOC103629522",0,0,0,0
"LOC103629521",0,0,0,0
"TRNAP-UGG_14",0,0,0,0
"LOC103629524",0,0,0,0
"TRNAP-UGG_15",0,0,0,0
"LOC100191332",611,415,514,909
"LOC118471933",3,0,0,0
"TRNAP-UGG_16",0,0,0,0
"LOC103629523",26,32,18,45
"LOC103629526",0,5,0,0
"LOC103629525",0,0,0,0
"LOC100276046",68,18,54,401
"LOC109940168",0,2,2,0
"LOC100282984",702,812,1212,1176
"LOC111589583",0,1,0,0
"LOC100191199",798,354,658,1053
"LOC107282093",796,1456,1075,389
"LOC541954",687,895,972,488
"LOC100284277",60,112,206,538
"LOC118472198",7,3,30,33
"LOC103629531",22,2,15,27
"LOC100192673",0,0,0,13
"LOC100275171",0,0,0,0
"TRNAK-CUU_31",0,0,0,0
"LOC100282670",25,0,5,14
"LOC111589565",0,0,0,0
"LOC109940459",0,0,0,0
"LOC100216997",415,235,263,404
"LOC111589526",9,5,6,53
"LOC103629533",1371,602,1653,2716
"LOC103629534",0,0,0,0
"LOC103629535",0,0,0,0
"LOC100501945",963,297,537,2011
"LOC100279788",55,38,64,98
"LOC118472200",0,1,6,0
"LOC118472298",0,0,0,0
"LOC103629538",592,243,160,184
"LOC100191947",458,186,268,692
"LOC103629539",0,0,0,0
"LOC100502278",93,17,91,88
"LOC103631169",37,27,14,44
"LOC100383412",244,66,114,224
"LOC103631171",0,0,0,0
"LOC103631172",371,154,166,340
"LOC100281516",629,561,843,1246
"LOC100279593",4051,3875,3390,645
"LOC100280291",295,170,143,379
"LOC103629542",0,0,0,0
"LOC103629541",0,2,1,0
"LOC100279352",978,1461,1478,565
"LOC100174970",1,5,11,29
"LOC103629543",3756,8897,9454,4116
"LOC111589552",0,0,0,0
"LOC103629544",0,0,0,0
"LOC100384849",535,474,539,1514
"TRNAP-AGG_11",0,0,0,0
"LOC109940170",0,0,0,4
"LOC103629546",0,6,0,0
"LOC100136882",2434,4143,4867,4074
"LOC100193407",1066,1021,1609,182
"LOC103629547",21,8,15,76
"LOC100280338",67,50,53,38
"LOC109940327",0,0,0,0
"LOC103631178",4,6,9,29
"LOC542591",126,40,55,135
"LOC100191648",51,41,96,90
"LOC542305",0,0,0,0
"LOC100502274",201,157,138,109
"LOC100501680",43,16,0,5
"LOC100280135",0,13,13,6
"LOC103641875",0,0,0,0
"LOC103629554",0,0,0,0
"LOC103629553",0,0,0,0
"LOC109940186",0,0,0,0
"LOC103629552",0,0,0,0
"LOC100274400",4770,5728,12306,11954
"LOC100502422",15414,9730,15412,28468
"LOC118472201",0,0,0,0
"LOC100276548",0,19,14,8
"TRNAA-AGC_45",0,0,0,0
"LOC100272942",243,139,167,374
"LOC100192616",580,310,425,1027
"LOC100383122",149,97,312,232
"LOC100278560",51,43,29,88
"LOC103629556",0,0,0,0
"LOC103629558",0,0,0,0
"LOC103629559",0,0,0,0
"LOC100191685",0,0,0,0
"TRNAA-AGC_46",0,0,0,0
"LOC100279970",1015,689,759,970
"LOC100272459",143,143,183,163
"LOC100278352",17,0,0,10
"LOC100282457",478,334,387,798
"LOC100285108",2946,1759,218,2424
"LOC100275634",195,201,158,139
"LOC100273641",682,297,306,959
"LOC109940171",0,0,0,0
"LOC103629562",0,0,0,0
"LOC100193631",376,367,353,539
"LOC100275040",0,0,0,0
"LOC100273669",150,81,98,102
"LOC109940633",0,0,0,0
"LOC115029019",0,0,0,0
"MIR166a",0,0,0,0
"LOC100279159",75,2,14,39
"LOC542225",412,300,137,213
"LOC118472202",0,0,0,0
"LOC100285948",362,213,391,415
"LOC100284380",0,0,7,0
"LOC103629565",0,0,0,0
"LOC103629566",0,0,0,0
"LOC103629567",61,38,35,132
"LOC103629568",1,4,1,0
"LOC541799",23,0,4,23
"LOC109940332",0,0,0,0
"LOC103629569",0,0,0,0
"LOC103629572",0,0,0,0
"LOC103629573",0,0,0,0
"LOC103629574",292,64,92,161
"LOC100281778",660,622,847,478
"LOC100275445",0,0,2,0
"LOC100283824",24,32,87,113
"LOC100272811",559,257,413,896
"LOC118472299",0,0,0,0
"LOC100304121",0,0,0,0
"LOC100217271",24,26,42,46
"LOC100273806",0,2,6,0
"LOC100281078",29,122,217,242
"LOC100280685",2830,1540,2249,4580
"LOC100192567",660,219,287,944
"LOC109940172",1343,556,595,1416
"LOC100194351",47,43,62,120
"LOC112529889",0,0,0,0
"LOC109940333",0,0,0,0
"LOC103629577",0,0,0,0
"LOC103629579",154,60,90,212
"LOC100279766",1010,673,727,1086
"LOC100278502",18,9,5,5
"LOC100382370",0,3,0,0
"LOC100282123",64,10,27,97
"LOC100283306",0,0,0,0
"LOC100282858",1453,1079,1297,1649
"LOC100273704",4,0,8,19
"LOC103629580",0,17,6,7
"LOC103629582",0,0,0,0
"LOC109940334",0,1,18,0
"TRNAH-GUG_8",0,0,0,0
"LOC100217264",113,62,101,112
"LOC542563",98,16,27,87
"LOC103629584",80,22,45,14
"LOC100277347",1132,436,324,675
"LOC103629585",0,0,0,0
"LOC109940621",0,0,0,0
"LOC100382198",6634,5572,3387,2554
"LOC103629588",0,0,0,0
"LOC111589556",0,0,0,0
"LOC100285949",1516,868,1196,1823
"LOC542348",1553,749,1397,1655
"LOC100286302",2888,1718,1728,2458
"LOC100276287",68,7,8,106
"LOC103629592",154,135,300,145
"LOC103629593",560,301,600,606
"LOC103631198",0,0,0,0
"LOC100384273",66,52,54,0
"LOC100275894",1476,1811,2031,872
"LOC100282698",58,28,25,152
"LOC109940600",0,1,0,0
"LOC100282175",900,455,786,924
"LOC100382107",260,115,304,696
"LOC778432",497,337,364,829
"LOC103640547",0,0,0,0
"LOC103629595",75,29,90,287
"LOC103629596",0,0,0,0
"LOC103631205",0,0,0,0
"LOC103631206",0,0,0,0
"LOC100278611",0,0,0,0
"LOC103629597",150,30,50,87
"LOC103629598",318,194,373,519
"TRNAK-UUU_32",0,0,0,0
"LOC103629599",0,0,0,19
"LOC103631207",0,0,0,0
"LOC109940606",0,0,0,0
"LOC103631209",0,0,2,9
"LOC103629600",25,0,3,0
"LOC100304016",0,0,0,0
"LOC118472203",0,0,0,0
"LOC103629605",0,0,0,0
"LOC118472300",0,0,0,0
"LOC109940338",0,0,0,0
"LOC118472204",0,0,0,0
"LOC118472205",0,0,0,0
"LOC118472206",0,0,0,0
"LOC118472207",0,0,0,0
"LOC118472208",0,0,0,0
"LOC109943299",0,0,0,0
"LOC118472209",0,0,0,0
"LOC118472210",0,0,0,0
"LOC118472211",0,0,0,0
"LOC118472212",0,0,0,0
"LOC118472213",0,0,0,0
"LOC118472306",0,0,0,0
"LOC118472214",0,0,0,0
"LOC103631217",0,0,0,0
"LOC103629606",0,0,0,0
"LOC103629607",2,0,4,7
"LOC100501802",89,74,58,244
"LOC100284426",377,739,743,786
"LOC103631218",0,0,0,0
"LOC103647298",0,0,0,0
"LOC100273988",0,0,7,23
"LOC103629610",928,716,1289,1564
"LOC103629492",97,24,51,165
"LOC100382045",914,898,1155,720
"LOC103631222",0,0,0,1
"LOC100285013",0,1,0,0
"LOC103629612",946,794,382,715
"LOC103629613",146,84,94,383
"LOC103629614",2563,2227,2561,2501
"LOC118472216",41,40,56,5
"LOC100272890",37030,53724,51970,71477
"LOC100384218",257,177,268,193
"LOC118472307",55,14,44,138
"LOC103629618",0,0,0,0
"LOC103629617",81,34,0,69
"LOC100283962",553,357,499,998
"LOC541654",1786,617,597,3375
"LOC542561",0,0,0,0
"LOC103629619",0,0,0,0
"LOC103629620",1047,1337,1721,741
"LOC103629621",23,9,83,4
"LOC100286190",135,112,202,225
"LOC100275130",0,0,0,0
"LOC100276034",1228,690,855,1472
"LOC100281217",282,224,77,376
"LOC100384553",801,920,935,329
"LOC100384433",25,60,63,21
"LOC100383604",119,33,63,17
"LOC100273858",130,43,81,89
"LOC109940477",0,0,0,0
"LOC103631224",0,0,0,0
"LOC103629623",0,0,0,0
"LOC103629625",0,0,0,0
"LOC118472217",0,0,0,0
"LOC103629626",739,790,1203,1639
"LOC100384146",0,12,4,0
"LOC100276853",0,0,0,0
"LOC112552158",3,2,12,0
"LOC111589532",0,0,5,27
"LOC100273103",533,292,417,1052
"LOC100216800",78,77,177,338
"LOC109940479",0,0,0,2
"LOC100216681",74,26,40,14
"LOC103629629",39,31,29,137
"LOC111589715",0,0,0,0
"LOC100192550",574,383,890,702
"LOC103629630",381,126,400,248
"LOC103629631",219,89,161,149
"LOC100280556",316,119,327,243
"LOC103629632",796,553,1061,1196
"LOC103629633",835,472,683,1217
"LOC100192669",1,0,3,16
"LOC103629636",0,0,0,0
"LOC103629638",139,38,83,107
"LOC103629637",0,0,0,10
"LOC100278741",0,0,0,0
"LOC103629639",386,468,383,342
"LOC103629640",133,30,85,220
"LOC100280759",44,2,22,69
"LOC100501641",288,189,162,449
"MIR160g",0,0,0,0
"LOC100281753",108,47,63,205
"LOC103629641",3,0,8,0
"TRNAR-CCU_5",0,0,0,0
"TRNAR-CCU_6",0,0,0,0
"TRNAR-CCU_7",0,0,0,0
"LOC110175867",387,227,291,341
"LOC100304367",391,316,335,564
"LOC100194212",171,123,183,418
"LOC100277039",0,0,0,0
"LOC118472218",21,8,22,47
"LOC103629645",540,339,383,283
"LOC100278674",476,255,708,437
"LOC103629646",99,140,38,36
"LOC100216940",331,108,250,442
"LOC100279933",0,0,0,0
"LOC109940178",367,226,425,422
"LOC100280474",0,0,0,4
"LOC103629647",214,61,240,261
"LOC103629648",517,291,436,677
"LOC118472219",45,10,37,10
"LOC103629651",0,0,0,0
"LOC109940342",0,0,0,0
"LOC103629652",0,0,4,0
"LOC100278145",584,348,459,723
"LOC111589611",0,0,1,0
"LOC100147735",7496,7404,12743,17766
"LOC100136826",550,432,665,641
"LOC100283068",339,242,437,536
"LOC103629655",70,123,167,146
"LOC100191773",21,4,7,18
"LOC100281236",7,0,3,0
"LOC100278332",166,31,26,50
"LOC118472220",170,51,38,56
"LOC103629658",9,0,0,0
"LOC103629659",0,0,0,0
"LOC100384027",594,226,376,829
"LOC100283633",152,105,94,484
"LOC118472221",8,2,0,0
"MIR167h",0,0,0,0
"LOC100285866",230,495,795,894
"LOC100273723",0,1,1,0
"LOC100286007",0,0,0,0
"LOC100272409",0,1,4,0
"LOC103629660",0,0,3,0
"LOC100283252",90,66,61,133
"LOC103631237",0,0,0,0
"LOC100281831",1049,880,940,967
"LOC100216856",47,39,21,175
"LOC103629661",270,156,74,120
"LOC100282354",611,262,342,663
"LOC103629663",0,0,0,0
"LOC103629665",0,0,0,0
"LOC100501033",37,61,60,49
"LOC114680591",14,16,17,19
"LOC100283834",200,190,257,91
"LOC100193161",183,176,193,229
"LOC103629667",669,252,562,946
"LOC103629668",0,0,0,0
"LOC100275479",0,0,2,89
"LOC103631241",0,0,0,0
"LOC111589579",0,0,0,0
"LOC100273956",0,0,0,0
"LOC109939219",116,47,63,40
"LOC100384217",0,0,0,0
"LOC118472308",0,9,12,40
"LOC103629672",23,12,13,34
"LOC103631244",0,0,0,0
"LOC103629674",0,0,0,0
"LOC103629675",574,204,201,349
"LOC111589571",12,5,4,3
"LOC103629677",2,0,0,3
"LOC109940491",0,0,0,0
"LOC100192574",777,942,814,377
"LOC100284669",86,85,110,23
"LOC100383647",118,53,57,144
"LOC103629678",0,0,0,0
"LOC103629679",374,974,645,45
"LOC103629680",0,0,0,0
"LOC103629681",14,13,21,7
"LOC100384009",128,72,169,183
"LOC100192810",50,32,74,104
"LOC118472309",0,0,0,0
"LOC100274850",0,1,4,0
"LOC109940346",0,0,0,0
"TRNAK-CUU_32",0,0,0,0
"LOC103629683",0,1,2,0
"LOC103629684",49,36,14,43
"LOC100278675",12,3,4,8
"LOC541995",0,0,0,0
"PPR10",702,1147,1692,730
"LOC103629688",0,0,0,0
"LOC100285613",0,0,7,0
"LOC100382914",0,0,0,0
"LOC100286315",153,40,98,257
"LOC111258522",6,13,0,0
"LOC109940179",36,27,31,30
"LOC109940169",0,0,0,0
"LOC109940619",0,0,0,0
"LOC109940639",0,0,0,0
"LOC109940493",0,0,0,0
"LOC103629692",702,404,686,1092
"LOC100280916",137,80,31,56
"LOC100216905",47,137,90,22
"LOC100272962",996,819,946,1296
"LOC100502196",0,2,27,6
"LOC103631258",0,0,0,0
"LOC103629694",2,0,0,0
"LOC100192772",131,156,129,92
"LOC100279547",725,187,145,852
"LOC103629696",0,3,1,0
"LOC103629697",0,0,0,0
"LOC103631261",408,181,308,564
"LOC100273848",0,4,2,11
"LOC103629698",55,8,10,35
"LOC103629699",0,0,0,0
"LOC115032959",0,2,15,40
"MIR156k",0,0,0,0
"LOC100274161",30,30,59,40
"LOC103629700",6129,6074,3683,1849
"LOC100274448",431,438,344,256
"LOC103629702",0,0,0,0
"LOC100281946",64,49,30,60
"LOC100384730",445,307,531,240
"LOC100277371",537,440,575,257
"LOC100193465",956,1169,1908,3136
"LOC103629704",165,165,194,125
"LOC100273200",4,31,14,5
"LOC100384866",418,157,897,452
"LOC118472310",16,6,1,0
"LOC103629705",535,295,332,363
"LOC111589627",0,0,0,0
"LOC100278128",816,339,493,771
"LOC100384650",728,349,615,1079
"LOC103629707",283,543,461,340
"LOC100273102",730,1049,1109,669
"LOC103631267",24,18,20,23
"LOC100274062",509,290,409,605
"LOC111589606",0,0,0,0
"LOC111589528",0,0,0,0
"LOC100382784",249,141,118,204
"LOC118472222",0,0,0,0
"LOC118472223",0,0,0,0
"LOC103629709",408,285,310,333
"LOC100282879",1245,848,1268,1336
"LOC100275374",250,669,348,49
"LOC103629710",8,45,29,39
"LOC103629711",2,8,13,6
"LOC100217263",86,86,105,239
"LOC103629712",0,0,0,1
"LOC100501213",955,1115,1386,1467
"LOC103629713",4,38,61,7
"LOC103629714",0,2,0,0
"LOC100193529",1283,1431,1496,453
"LOC100278062",0,0,1,0
"LOC100273801",5,0,0,0
"LOC109940182",652,131,105,183
"LOC100381670",3,5,0,23
"LOC100282622",0,0,0,0
"LOC103629715",20,96,73,0
"LOC103629716",0,0,0,0
"LOC103631271",0,0,0,0
"LOC103629717",255,46,137,366
"LOC100192595",708,414,559,345
"LOC103629718",0,0,0,0
"LOC100275091",26,54,8,18
"LOC118472224",0,0,0,0
"LOC100276351",174,34,52,174
"LOC103629720",1126,171,194,416
"LOC103629721",1822,1072,1707,2994
"TRNAL-CAG_7",0,0,0,0
"LOC100286244",50,151,74,29
"LOC111589529",11,14,4,7
"LOC100383484",712,827,1001,164
"LOC100279322",306,328,308,286
"LOC100273855",270,69,136,453
"LOC103631274",0,15,3,0
"LOC100281794",0,20,22,0
"LOC100192828",232,78,64,342
"LOC100191993",303,287,480,797
"LOC100193130",32,35,39,8
"LOC100382067",616,390,524,663
"LOC103629723",0,0,0,0
"LOC100285739",1,0,0,54
"LOC103629724",0,0,0,0
"LOC103629725",541,90,226,91
"LOC103629726",6,10,6,30
"LOC103629727",10,4,5,17
"LOC109940184",0,0,0,0
"LOC100276631",0,0,0,0
"LOC103629728",3,0,0,0
"LOC100383431",272,160,382,178
"LOC100272543",10,7,20,42
"LOC109940185",0,0,0,0
"LOC103629730",0,0,0,0
"LOC732772",0,0,0,0
"LOC100285881",0,0,0,0
"LOC103629735",0,0,0,0
"LOC103629734",0,0,0,0
"LOC103629733",0,0,0,0
"LOC118472225",0,0,0,0
"LOC542387",0,0,0,0
"LOC118472226",0,0,0,0
"LOC118472311",0,0,0,0
"LOC118472227",0,0,0,0
"LOC118472228",0,0,0,0
"LOC118472230",0,0,0,0
"LOC103629743",0,0,0,0
"LOC100382133",535,171,274,299
"LOC118472231",30,19,22,82
"LOC118472232",0,0,0,0
"LOC100285152",437,409,686,557
"LOC100382248",581,2612,4710,2091
"LOC103629745",306,134,211,453
"LOC100283383",562,322,556,786
"LOC103631276",2375,2901,3716,2987
"LOC114574140",0,1,2,0
"LOC100278599",0,0,0,0
"LOC103629748",0,11,52,55
"LOC100191315",3,11,23,0
"LOC100383495",143,349,9,5
"LOC100280303",93,74,48,127
"LOC100273332",154,106,120,334
"LOC100191568",32,106,63,7
"LOC100275952",0,0,0,0
"LOC118472233",0,0,0,0
"LOC118472234",0,0,0,0
"LOC118472235",0,4,3,0
"LOC103629749",0,0,0,0
"LOC100192711",0,1,2,0
"LOC103629750",0,0,0,0
"LOC100501855",4,0,2,0
"LOC103629751",0,0,0,0
"LOC103629752",0,0,0,0
"LOC103629753",0,0,0,0
"LOC103629754",1,0,0,0
"LOC100278573",0,0,0,0
"LOC103629755",0,1,0,0
"LOC100278969",0,0,0,0
"LOC103650167",0,0,0,0
"LOC103653288",0,0,0,0
"LOC103629761",0,0,0,0
"LOC103629758",0,0,0,0
"LOC100276379",0,0,0,0
"LOC109940350",0,0,0,0
"LOC109939362",0,0,0,0
"LOC109940500",0,0,0,0
"LOC103629764",0,0,0,0
"LOC103629765",0,0,0,0
"LOC542458",0,1,0,0
"LOC109940293",0,0,0,0
"LOC103631285",0,0,0,0
"LOC103631286",0,0,0,0
"LOC111589573",11,7,11,5
"LOC103629768",4,2,5,29
"LOC111589623",0,0,0,0
"LOC111589585",0,0,0,0
"LOC100304406",186,211,241,61
"LOC103629771",0,0,6,12
"LOC100278421",103,423,445,224
"LOC100382194",122,56,72,123
"LOC103629772",1465,224,385,2016
"LOC100281166",338,180,342,157
"LOC103629774",0,0,0,0
"LOC103631288",0,0,0,0
"TRNAL-CAA_9",0,0,0,0
"LOC111589698",0,0,0,0
"LOC100193788",766,306,357,780
"LOC103629778",8,0,4,0
"LOC100281261",26,4,5,43
"LOC109940502",0,0,0,19
"LOC100192807",448,317,522,781
"LOC100857097",2713,1447,1887,2435
"LOC103629780",0,0,0,0
"LOC100191727",0,0,0,0
"LOC103629782",0,0,24,44
"LOC118472312",16,7,3,0
"LOC103631294",5,5,0,0
"LOC100278073",65,148,93,31
"LOC100278353",166,204,157,61
"LOC103629786",234,166,236,251
"LOC100286309",3870,1639,2747,4788
"LOC103629787",960,537,765,1443
"LOC103629788",0,0,0,1
"LOC109940354",0,0,0,0
"LOC103629789",0,0,0,0
"LOC103629791",0,0,1,0
"LOC103631297",26,27,74,53
"LOC109940503",0,4,0,0
"LOC109940355",0,0,0,0
"LOC103629793",1,0,0,0
"LOC109940504",0,0,0,0
"LOC103629795",0,0,6,0
"LOC100272577",919,1015,892,180
"LOC100284999",628,1032,855,645
"LOC103629796",0,1,0,0
"LOC103629797",0,0,0,0
"LOC109940162",0,0,0,0
"LOC109940505",0,0,0,0
"LOC100286046",48,43,89,66
"LOC103629455",419,488,761,803
"LOC103629798",211,3,98,4514
"LOC103629799",0,15,17,20
"LOC100276048",7,7,0,0
"LOC103629800",0,0,0,0
"LOC100276507",0,0,78,51
"LOC103629801",0,0,1,0
"LOC100216918",12,14,8,43
"LOC109939229",36,24,27,37
"LOC103629805",189,53,14,180
"LOC100279849",29,14,1,15
"LOC103629808",11,45,15,0
"LOC103631298",0,0,0,0
"LOC103629807",0,0,0,0
"LOC100272642",222,145,195,346
"LOC100191857",2232,738,197,1539
"LOC541834",1926,411,276,2023
"LOC103631299",1,3,1,0
"LOC100192995",26,1,10,142
"LOC111589599",0,0,0,0
"LOC103629813",0,0,0,0
"LOC100192872",1351,570,1428,1834
"LOC100282598",1787,1500,3995,9076
"LOC103631300",0,0,0,0
"LOC103626610",4,2,4,0
"LOC100278531",56,27,18,1
"LOC100277314",55,33,16,62
"LOC100281339",192,46,93,91
"LOC100279268",300,122,265,440
"LOC103631301",485,273,398,579
"LOC103629815",9,9,3,108
"LOC103629816",1781,855,2301,3116
"LOC103629817",487,205,255,338
"LOC103631302",53,88,92,138
"LOC103629818",0,0,0,0
"LOC100382126",1854,1226,1536,2046
"LOC100191194",83,169,199,319
"LOC103629819",417,464,461,262
"LOC103629820",489,245,196,499
"LOC103631303",0,0,0,0
"LOC100274246",0,0,18,7
"LOC103629822",25,25,49,61
"LOC103629823",66,761,415,42
"LOC541859",385,218,169,384
"LOC103629824",0,0,0,0
"LOC100275568",251,152,143,48
"LOC103629825",416,123,91,399
"LOC103629826",169,106,61,109
"LOC103629828",0,0,0,0
"LOC103629829",0,0,0,0
"LOC103629830",24,23,33,61
"LOC103631308",0,0,0,0
"LOC103629831",0,0,0,0
"LOC100284522",0,0,0,0
"LOC100304355",32,21,34,108
"LOC103629832",2008,893,1059,2642
"LOC103629834",42,18,29,83
"LOC103629833",29,12,41,32
"LOC100277760",0,0,1,0
"LOC100194331",454,253,304,937
"LOC103629835",42,277,107,49
"LOC103629836",153,61,68,126
"LOC103629837",69,31,77,79
"LOC103629839",33,26,50,107
"LOC103629840",0,0,0,0
"LOC103629842",10,0,0,0
"LOC100191218",10,56,34,71
"LOC118472237",0,0,5,7
"LOC111589593",0,0,0,0
"LOC111589595",0,0,0,0
"LOC111589594",0,0,0,0
"LOC111589596",0,0,0,0
"LOC100192496",464,277,208,399
"LOC103631311",0,0,0,0
"LOC103631312",0,0,0,0
"LOC109940189",0,0,0,0
"LOC103629847",143,32,37,89
"LOC118472238",4,11,3,0
"LOC103629848",44,26,27,63
"LOC100276213",1952,607,430,1324
"LOC103629849",0,0,0,0
"LOC100193666",892,540,1181,827
"LOC100275959",120,124,162,195
"LOC100284172",216,68,165,275
"LOC103629850",0,0,0,0
"LOC103629854",0,0,0,0
"LOC100277977",0,0,0,0
"LOC103629851",0,0,0,0
"LOC100274433",581,297,279,535
"LOC103629857",1419,737,467,672
"LOC103629856",290,362,690,590
"LOC103629858",15,3,3,6
"LOC103629859",0,0,0,0
"LOC100278669",0,0,0,0
"LOC109940357",394,16,42,251
"LOC100280513",723,465,879,970
"LOC103629899",0,0,0,0
"LOC103629900",0,0,0,0
"LOC109940358",0,0,0,32
"LOC100278907",73,41,80,272
"LOC103629903",0,0,0,0
"LOC100282557",443,279,309,490
"LOC100192585",614,653,381,669
"LOC103629904",0,0,0,0
"LOC103631346",1,0,0,0
"LOC100383161",241,107,134,292
"LOC100274207",3554,2131,3014,2791
"LOC100284302",782,577,2640,2842
"LOC100284050",254,152,287,627
"LOC103629905",0,0,1,19
"LOC100381411",6141,4682,12231,14436
"LOC100284383",1972,149,945,5416
"LOC100216922",22,20,3,0
"LOC118472239",0,0,0,0
"LOC100274466",0,0,0,0
"LOC100303801",834,1033,1184,1329
"TRNAW-CCA_19",0,0,0,0
"LOC103629906",0,0,0,0
"LOC103629908",0,3,12,13
"LOC103629907",63,56,64,91
"LOC103629909",0,0,10,4
"LOC111589575",0,0,0,0
"LOC100275451",7,7,7,33
"LOC100274269",0,13,3,0
"LOC109940601",0,0,0,0
"LOC100272844",1155,1819,2119,2870
"LOC103629860",0,0,8,17
"LOC103631324",0,0,0,54
"LOC103631325",0,0,0,65
"LOC103629863",238,98,133,459
"LOC100275560",476,254,269,739
"LOC100280350",153,73,179,138
"LOC111589630",0,0,0,0
"LOC103629864",0,0,2,6
"TRNAK-UUU_33",0,0,0,0
"LOC100381883",0,0,0,0
"LOC109940399",0,0,0,0
"LOC103629865",0,0,0,0
"LOC100217090",0,0,0,0
"LOC100125649",0,0,1,0
"LOC100501424",0,0,0,0
"LOC103629867",206,571,349,28
"LOC100193789",1388,607,858,1286
"LOC103629868",0,0,0,0
"LOC100192577",152,165,222,218
"LOC103629870",1568,1089,1292,1064
"LOC103631328",0,0,0,0
"LOC103629871",1531,658,964,1040
"LOC100283690",2244,6602,6246,1987
"LOC100193390",728,329,488,650
"LOC103629872",269,136,589,431
"LOC103629874",132,13,17,36
"LOC100279917",287,617,1209,561
"LOC100281580",2318,1975,2180,2106
"LOC100280504",157,78,49,223
"LOC100276661",228,88,72,111
"LOC100194345",371,94,196,453
"LOC100501924",98,122,116,113
"LOC100284914",0,0,0,0
"LOC103629875",0,5,2,0
"LOC100193598",50,179,265,37
"LOC103625689",360,158,155,155
"LOC100125641",0,0,0,0
"LOC732799",7,54,54,33
"LOC103625685",1,0,1,0
"LOC100382099",624,300,469,1006
"LOC100281979",183,66,64,283
"LOC103629877",178,56,85,144
"LOC103629878",0,0,0,0
"LOC103629879",0,0,0,0
"LOC542047",0,0,0,0
"LOC111589586",0,0,0,0
"LOC103629881",2,2,3,1
"LOC103629882",0,0,0,0
"LOC109940193",2,1,5,66
"LOC103629884",0,0,0,0
"LOC103629886",0,3,10,0
"LOC103629887",34,9,3,13
"LOC103631336",2236,1496,1843,2680
"LOC103631337",0,0,0,0
"LOC103629888",0,0,0,0
"LOC103629889",300,173,57,56
"LOC100285379",375,209,362,296
"LOC100283804",0,9,6,8
"LOC103629893",0,0,0,0
"LOC103629894",0,2,16,26
"LOC100384018",33,39,70,54
"LOC100279001",1772,733,1140,1701
"LOC103629895",71,23,54,60
"LOC100286130",603,414,593,849
"LOC100282610",399,296,112,1010
"LOC109940599",24,14,24,2
"LOC111589576",0,0,0,0
"LOC100273431",1153,550,377,1203
"LOC100283955",1219,492,745,1860
"LOC100280370",0,0,0,0
"LOC123670538",0,0,0,0
"LOC103631351",0,0,0,0
"LOC109940522",0,0,0,0
"LOC100283578",70,31,113,157
"LOC100383179",0,7,15,20
"LOC100283082",284,653,446,205
"LOC100277688",373,176,310,671
"LOC103629918",0,0,1,0
"LOC100283864",1,24,23,19
"LOC103629916",660,793,945,681
"opr3",3,7,0,0
"LOC100275026",8,52,71,67
"LOC100280820",108,108,68,35
"LOC100383555",273,45,131,283
"LOC100193496",93,43,35,149
"LOC103629913",16,7,6,0
"LOC100283202",0,1,7,5
"LOC103631348",48,17,16,27
"LOC109940194",0,6,6,9
"LOC109940196",17,31,33,3
"LOC109940195",8,7,4,3
"LOC118472240",0,1,0,0
"LOC100193572",274,107,121,299
"LOC100285979",1183,446,634,1084
"TRNAD-GUC_16",0,0,0,0
"LOC103629919",10,14,75,219
"LOC103629920",0,1,0,0
"LOC103629921",0,0,0,0
"LOC103629922",7,3,2,4
"LOC100383991",1480,324,701,3318
"LOC103629923",15,0,1,0
"LOC109940198",1,5,12,0
"LOC100280521",0,5,0,0
"LOC542749",151,49,161,261
"LOC109940199",0,0,8,0
"LOC100282219",0,0,0,0
"LOC103629927",1143,2216,2393,1192
"LOC103629928",240,95,71,213
"LOC100382065",0,0,0,0
